Time (s),BMS_State,BalancingMask0,Balancing_Limit,CellVoltage_1,CellVoltage_10,CellVoltage_11,CellVoltage_12,CellVoltage_13,CellVoltage_14,CellVoltage_15,CellVoltage_16,CellVoltage_17,CellVoltage_18,CellVoltage_19,CellVoltage_2,CellVoltage_20,CellVoltage_3,CellVoltage_4,CellVoltage_5,CellVoltage_6,CellVoltage_7,CellVoltage_8,CellVoltage_9,Charging_Info,Contactor_Command,Flag_Balancing_Active,IntTherm_1,IntTherm_2,IntTherm_3,IntTherm_4,IntTherm_5,IntTherm_6,IntTherm_7,IntTherm_8,Int_Temp_Delta,Int_Temp_Max,Int_Temp_Min,Pack_Current,SoC,VehicleState,Voltage_Delta,Voltage_Max,Voltage_Min
s,,,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,,,,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,A,%,,mV,mV,mV
18.8523,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8528,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8557,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8561,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8566,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8571,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8575,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8585,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8589,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.8594,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
18.9362,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.0365,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.1362,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.1585,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1589,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1594,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1628,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1632,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1637,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1641,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1646,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1655,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.166,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.1665,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.236,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.336,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.4369,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
19.4484,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4489,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4494,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4527,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4532,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4536,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4541,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4546,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4555,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.456,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.4565,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.5361,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.6374,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7361,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7633,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7638,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7643,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7676,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7681,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7686,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.769,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7695,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7704,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7709,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.7714,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.8361,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
19.9365,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
20.0368,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.028440000000000003,93.98,Off,11.0,3311.0,3300.0
20.0475,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0479,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0484,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0518,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0522,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0527,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0534,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0536,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0546,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.055,Active,0.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.0556,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
20.1364,Active,1.0,3100.0,3311.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1.0,1.0,Active,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,-0.022750000000000003,93.98,Off,11.0,3311.0,3300.0
